"Country or Area","Year","Area","Sex","Age","Occupation","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Total","Male","60 - 64","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","16038","1"
"Australia","2016","Total","Male","60 - 64","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","20484","1"
"Australia","2016","Total","Male","60 - 64","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","10909","1"
"Australia","2016","Total","Male","60 - 64","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","4634","1"
"Australia","2016","Total","Male","60 - 64","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","9013","1"
"Australia","2016","Total","Male","60 - 64","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","2082","1"
"Australia","2016","Total","Male","60 - 64","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","17257","1"
"Australia","2016","Total","Male","60 - 64","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","14681","1"
"Australia","2016","Total","Male","60 - 64","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","12807","1"
"Australia","2016","Total","Male","60 - 64","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","10006","1"
"Australia","2016","Total","Male","60 - 64","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","2884","1"
"Australia","2016","Total","Male","60 - 64","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","120857","1"
"Australia","2016","Total","Male","65 - 69","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","16","1"
"Australia","2016","Total","Male","65 - 69","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","8841","1"
"Australia","2016","Total","Male","65 - 69","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","12620","1"
"Australia","2016","Total","Male","65 - 69","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","5787","1"
"Australia","2016","Total","Male","65 - 69","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","2577","1"
"Australia","2016","Total","Male","65 - 69","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","5289","1"
"Australia","2016","Total","Male","65 - 69","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","1657","1"
"Australia","2016","Total","Male","65 - 69","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","8135","1"
"Australia","2016","Total","Male","65 - 69","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","6737","1"
"Australia","2016","Total","Male","65 - 69","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","6465","1"
"Australia","2016","Total","Male","65 - 69","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","2828","1"
"Australia","2016","Total","Male","65 - 69","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","1764","1"
"Australia","2016","Total","Male","65 - 69","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","62716","1"
"Australia","2016","Total","Male","70 - 74","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Male","70 - 74","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","3180","1"
"Australia","2016","Total","Male","70 - 74","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","5045","1"
"Australia","2016","Total","Male","70 - 74","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","1928","1"
"Australia","2016","Total","Male","70 - 74","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","984","1"
"Australia","2016","Total","Male","70 - 74","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","2024","1"
"Australia","2016","Total","Male","70 - 74","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","964","1"
"Australia","2016","Total","Male","70 - 74","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","2243","1"
"Australia","2016","Total","Male","70 - 74","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","1986","1"
"Australia","2016","Total","Male","70 - 74","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","2267","1"
"Australia","2016","Total","Male","70 - 74","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","840","1"
"Australia","2016","Total","Male","70 - 74","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","800","1"
"Australia","2016","Total","Male","70 - 74","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","22264","1"
"Australia","2016","Total","Male","75 - 79","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Male","75 - 79","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","1063","1"
"Australia","2016","Total","Male","75 - 79","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","1700","1"
"Australia","2016","Total","Male","75 - 79","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","582","1"
"Australia","2016","Total","Male","75 - 79","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","324","1"
"Australia","2016","Total","Male","75 - 79","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","701","1"
"Australia","2016","Total","Male","75 - 79","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","544","1"
"Australia","2016","Total","Male","75 - 79","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","646","1"
"Australia","2016","Total","Male","75 - 79","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","446","1"
"Australia","2016","Total","Male","75 - 79","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","700","1"
"Australia","2016","Total","Male","75 - 79","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","278","1"
"Australia","2016","Total","Male","75 - 79","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","418","1"
"Australia","2016","Total","Male","75 - 79","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","7405","1"
"Australia","2016","Total","Male","80 - 84","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","80 - 84","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","343","1"
"Australia","2016","Total","Male","80 - 84","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","527","1"
"Australia","2016","Total","Male","80 - 84","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","185","1"
"Australia","2016","Total","Male","80 - 84","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","105","1"
"Australia","2016","Total","Male","80 - 84","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","225","1"
"Australia","2016","Total","Male","80 - 84","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","223","1"
"Australia","2016","Total","Male","80 - 84","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","180","1"
"Australia","2016","Total","Male","80 - 84","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","90","1"
"Australia","2016","Total","Male","80 - 84","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","192","1"
"Australia","2016","Total","Male","80 - 84","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","92","1"
"Australia","2016","Total","Male","80 - 84","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","245","1"
"Australia","2016","Total","Male","80 - 84","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","2407","1"
"Australia","2016","Total","Male","85 - 89","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","85 - 89","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","115","1"
"Australia","2016","Total","Male","85 - 89","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","148","1"
"Australia","2016","Total","Male","85 - 89","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","63","1"
"Australia","2016","Total","Male","85 - 89","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","36","1"
"Australia","2016","Total","Male","85 - 89","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","45","1"
"Australia","2016","Total","Male","85 - 89","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","102","1"
"Australia","2016","Total","Male","85 - 89","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","55","1"
"Australia","2016","Total","Male","85 - 89","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","24","1"
"Australia","2016","Total","Male","85 - 89","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","55","1"
"Australia","2016","Total","Male","85 - 89","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","27","1"
"Australia","2016","Total","Male","85 - 89","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","118","1"
"Australia","2016","Total","Male","85 - 89","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","788","1"
"Australia","2016","Total","Male","90 - 94","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","90 - 94","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","29","1"
"Australia","2016","Total","Male","90 - 94","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","33","1"
"Australia","2016","Total","Male","90 - 94","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","12","1"
"Australia","2016","Total","Male","90 - 94","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Total","Male","90 - 94","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","8","1"
"Australia","2016","Total","Male","90 - 94","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","22","1"
"Australia","2016","Total","Male","90 - 94","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","23","1"
"Australia","2016","Total","Male","90 - 94","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Total","Male","90 - 94","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","7","1"
"Australia","2016","Total","Male","90 - 94","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","7","1"
"Australia","2016","Total","Male","90 - 94","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","33","1"
"Australia","2016","Total","Male","90 - 94","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","183","1"
"Australia","2016","Total","Male","95 - 99","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","95 - 99","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","23","1"
"Australia","2016","Total","Male","95 - 99","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","20","1"
"Australia","2016","Total","Male","95 - 99","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","11","1"
"Australia","2016","Total","Male","95 - 99","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Total","Male","95 - 99","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","15","1"
"Australia","2016","Total","Male","95 - 99","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Male","95 - 99","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","11","1"
"Australia","2016","Total","Male","95 - 99","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","12","1"
"Australia","2016","Total","Male","95 - 99","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","11","1"
"Australia","2016","Total","Male","95 - 99","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","7","1"
"Australia","2016","Total","Male","95 - 99","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","10","1"
"Australia","2016","Total","Male","95 - 99","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","128","1"
"Australia","2016","Total","Male","100 +","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","100 +","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Male","100 +","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","100 +","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Male","100 +","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","100 +","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Male","100 +","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","100 +","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","100 +","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","100 +","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","100 +","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Total","Male","100 +","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Male","100 +","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","16","1"
"Australia","2016","Total","Female","15 - 19","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","34","1"
"Australia","2016","Total","Female","15 - 19","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","375","1"
"Australia","2016","Total","Female","15 - 19","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","1154","1"
"Australia","2016","Total","Female","15 - 19","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","1294","1"
"Australia","2016","Total","Female","15 - 19","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","1917","1"
"Australia","2016","Total","Female","15 - 19","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","21523","1"
"Australia","2016","Total","Female","15 - 19","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","66","1"
"Australia","2016","Total","Female","15 - 19","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","239","1"
"Australia","2016","Total","Female","15 - 19","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","245","1"
"Australia","2016","Total","Female","15 - 19","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","3891","1"
"Australia","2016","Total","Female","15 - 19","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","11730","1"
"Australia","2016","Total","Female","15 - 19","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","749","1"
"Australia","2016","Total","Female","15 - 19","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","43217","1"
"Australia","2016","Total","Female","15 +","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","406","1"
"Australia","2016","Total","Female","15 +","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","140556","1"
"Australia","2016","Total","Female","15 +","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","397433","1"
"Australia","2016","Total","Female","15 +","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","180656","1"
"Australia","2016","Total","Female","15 +","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","210848","1"
"Australia","2016","Total","Female","15 +","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","339811","1"
"Australia","2016","Total","Female","15 +","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","7583","1"
"Australia","2016","Total","Female","15 +","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","18427","1"
"Australia","2016","Total","Female","15 +","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","26558","1"
"Australia","2016","Total","Female","15 +","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","134163","1"
"Australia","2016","Total","Female","15 +","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","139459","1"
"Australia","2016","Total","Female","15 +","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","32647","1"
"Australia","2016","Total","Female","15 +","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","1628547","1"
"Australia","2016","Total","Female","20 - 24","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","69","1"
"Australia","2016","Total","Female","20 - 24","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","3552","1"
"Australia","2016","Total","Female","20 - 24","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","13841","1"
"Australia","2016","Total","Female","20 - 24","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","8172","1"
"Australia","2016","Total","Female","20 - 24","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","10505","1"
"Australia","2016","Total","Female","20 - 24","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","40431","1"
"Australia","2016","Total","Female","20 - 24","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","359","1"
"Australia","2016","Total","Female","20 - 24","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","986","1"
"Australia","2016","Total","Female","20 - 24","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","975","1"
"Australia","2016","Total","Female","20 - 24","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","10140","1"
"Australia","2016","Total","Female","20 - 24","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","19825","1"
"Australia","2016","Total","Female","20 - 24","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","2332","1"
"Australia","2016","Total","Female","20 - 24","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","111187","1"
"Australia","2016","Total","Female","25 - 29","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","42","1"
"Australia","2016","Total","Female","25 - 29","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","12808","1"
"Australia","2016","Total","Female","25 - 29","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","52553","1"
"Australia","2016","Total","Female","25 - 29","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","20447","1"
"Australia","2016","Total","Female","25 - 29","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","20884","1"
"Australia","2016","Total","Female","25 - 29","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","45803","1"
"Australia","2016","Total","Female","25 - 29","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","594","1"
"Australia","2016","Total","Female","25 - 29","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","1985","1"
"Australia","2016","Total","Female","25 - 29","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","1903","1"
"Australia","2016","Total","Female","25 - 29","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","16265","1"
"Australia","2016","Total","Female","25 - 29","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","20062","1"
"Australia","2016","Total","Female","25 - 29","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","3983","1"
"Australia","2016","Total","Female","25 - 29","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","197329","1"
"Australia","2016","Total","Female","30 - 34","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","56","1"
"Australia","2016","Total","Female","30 - 34","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","20161","1"
"Australia","2016","Total","Female","30 - 34","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","69885","1"
"Australia","2016","Total","Female","30 - 34","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","26509","1"
"Australia","2016","Total","Female","30 - 34","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","26244","1"
"Australia","2016","Total","Female","30 - 34","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","41824","1"
"Australia","2016","Total","Female","30 - 34","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","564","1"
"Australia","2016","Total","Female","30 - 34","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","2254","1"
"Australia","2016","Total","Female","30 - 34","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","2117","1"
"Australia","2016","Total","Female","30 - 34","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","14348","1"
"Australia","2016","Total","Female","30 - 34","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","18376","1"
"Australia","2016","Total","Female","30 - 34","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","4518","1"
"Australia","2016","Total","Female","30 - 34","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","226856","1"
"Australia","2016","Total","Female","35 - 39","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","53","1"
"Australia","2016","Total","Female","35 - 39","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","20182","1"
"Australia","2016","Total","Female","35 - 39","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","60312","1"
"Australia","2016","Total","Female","35 - 39","Technicians and associate professionals (ISCO 88 - 3)","Census - de jure - complete tabulation","Final figure, complete","2017","23656","1"
"Australia","2016","Total","Female","35 - 39","Clerks (ISCO 88 - 4)","Census - de jure - complete tabulation","Final figure, complete","2017","23942","1"
"Australia","2016","Total","Female","35 - 39","Service workers and shop and market sales workers (ISCO 88 - 5)","Census - de jure - complete tabulation","Final figure, complete","2017","33077","1"
"Australia","2016","Total","Female","35 - 39","Skilled agricultural and fishery workers (ISCO 88 - 6)","Census - de jure - complete tabulation","Final figure, complete","2017","484","1"
"Australia","2016","Total","Female","35 - 39","Craft and related trades workers (ISCO 88 - 7)","Census - de jure - complete tabulation","Final figure, complete","2017","2077","1"
"Australia","2016","Total","Female","35 - 39","Plant and machine operators and assemblers (ISCO 88 - 8)","Census - de jure - complete tabulation","Final figure, complete","2017","2315","1"
"Australia","2016","Total","Female","35 - 39","Elementary occupations (ISCO 88 - 9)","Census - de jure - complete tabulation","Final figure, complete","2017","12448","1"
"Australia","2016","Total","Female","35 - 39","Unemployed","Census - de jure - complete tabulation","Final figure, complete","2017","15307","1"
"Australia","2016","Total","Female","35 - 39","Workers Not Classifiable by Occupation (ISCO 88 - X)","Census - de jure - complete tabulation","Final figure, complete","2017","3761","1"
"Australia","2016","Total","Female","35 - 39","Total (ISCO 88)","Census - de jure - complete tabulation","Final figure, complete","2017","197614","1"
"Australia","2016","Total","Female","40 - 44","Armed forces (ISCO 88 - 0)","Census - de jure - complete tabulation","Final figure, complete","2017","47","1"
"Australia","2016","Total","Female","40 - 44","Legislators, senior officials and managers (ISCO 88 - 1)","Census - de jure - complete tabulation","Final figure, complete","2017","19742","1"
"Australia","2016","Total","Female","40 - 44","Professionals (ISCO 88 - 2)","Census - de jure - complete tabulation","Final figure, complete","2017","51773","1"
