"Country or Area","Year","Area","Sex","Age","Educational attainment","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Colombia","2018","Total","Female","60 - 64","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","35775",""
"Colombia","2018","Total","Female","60 - 64","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","2278",""
"Colombia","2018","Total","Female","60 - 64","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","13393",""
"Colombia","2018","Total","Female","60 - 64","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","984516",""
"Colombia","2018","Total","Female","65 - 69","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","83780",""
"Colombia","2018","Total","Female","65 - 69","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","812",""
"Colombia","2018","Total","Female","65 - 69","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","369135",""
"Colombia","2018","Total","Female","65 - 69","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","86847",""
"Colombia","2018","Total","Female","65 - 69","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","93398",""
"Colombia","2018","Total","Female","65 - 69","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","2656",""
"Colombia","2018","Total","Female","65 - 69","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","33943",""
"Colombia","2018","Total","Female","65 - 69","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","48100",""
"Colombia","2018","Total","Female","65 - 69","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","21246",""
"Colombia","2018","Total","Female","65 - 69","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","1152",""
"Colombia","2018","Total","Female","65 - 69","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","9251",""
"Colombia","2018","Total","Female","65 - 69","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","750320",""
"Colombia","2018","Total","Female","70 - 74","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","78699",""
"Colombia","2018","Total","Female","70 - 74","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","665",""
"Colombia","2018","Total","Female","70 - 74","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","294814",""
"Colombia","2018","Total","Female","70 - 74","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","51686",""
"Colombia","2018","Total","Female","70 - 74","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","56087",""
"Colombia","2018","Total","Female","70 - 74","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","2944",""
"Colombia","2018","Total","Female","70 - 74","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","18812",""
"Colombia","2018","Total","Female","70 - 74","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","26867",""
"Colombia","2018","Total","Female","70 - 74","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","9307",""
"Colombia","2018","Total","Female","70 - 74","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","535",""
"Colombia","2018","Total","Female","70 - 74","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","6231",""
"Colombia","2018","Total","Female","70 - 74","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","546647",""
"Colombia","2018","Total","Female","75 - 79","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","77393",""
"Colombia","2018","Total","Female","75 - 79","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","625",""
"Colombia","2018","Total","Female","75 - 79","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","227046",""
"Colombia","2018","Total","Female","75 - 79","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","31947",""
"Colombia","2018","Total","Female","75 - 79","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","34667",""
"Colombia","2018","Total","Female","75 - 79","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","2137",""
"Colombia","2018","Total","Female","75 - 79","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","9522",""
"Colombia","2018","Total","Female","75 - 79","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","13401",""
"Colombia","2018","Total","Female","75 - 79","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","3376",""
"Colombia","2018","Total","Female","75 - 79","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","266",""
"Colombia","2018","Total","Female","75 - 79","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","5029",""
"Colombia","2018","Total","Female","75 - 79","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","405409",""
"Colombia","2018","Total","Female","80 - 84","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","64153",""
"Colombia","2018","Total","Female","80 - 84","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","596",""
"Colombia","2018","Total","Female","80 - 84","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","157356",""
"Colombia","2018","Total","Female","80 - 84","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","19618",""
"Colombia","2018","Total","Female","80 - 84","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","21644",""
"Colombia","2018","Total","Female","80 - 84","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","1490",""
"Colombia","2018","Total","Female","80 - 84","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","4499",""
"Colombia","2018","Total","Female","80 - 84","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","6663",""
"Colombia","2018","Total","Female","80 - 84","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","1163",""
"Colombia","2018","Total","Female","80 - 84","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","94",""
"Colombia","2018","Total","Female","80 - 84","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","4072",""
"Colombia","2018","Total","Female","80 - 84","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","281348",""
"Colombia","2018","Total","Female","85 - 89","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","41106",""
"Colombia","2018","Total","Female","85 - 89","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","339",""
"Colombia","2018","Total","Female","85 - 89","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","88977",""
"Colombia","2018","Total","Female","85 - 89","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","9965",""
"Colombia","2018","Total","Female","85 - 89","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","11783",""
"Colombia","2018","Total","Female","85 - 89","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","963",""
"Colombia","2018","Total","Female","85 - 89","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","2165",""
"Colombia","2018","Total","Female","85 - 89","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","3229",""
"Colombia","2018","Total","Female","85 - 89","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","450",""
"Colombia","2018","Total","Female","85 - 89","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","59",""
"Colombia","2018","Total","Female","85 - 89","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","2733",""
"Colombia","2018","Total","Female","85 - 89","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","161769",""
"Colombia","2018","Total","Female","90 - 94","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","18201",""
"Colombia","2018","Total","Female","90 - 94","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","156",""
"Colombia","2018","Total","Female","90 - 94","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","37015",""
"Colombia","2018","Total","Female","90 - 94","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","3675",""
"Colombia","2018","Total","Female","90 - 94","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","4833",""
"Colombia","2018","Total","Female","90 - 94","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","398",""
"Colombia","2018","Total","Female","90 - 94","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","771",""
"Colombia","2018","Total","Female","90 - 94","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","1262",""
"Colombia","2018","Total","Female","90 - 94","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","165",""
"Colombia","2018","Total","Female","90 - 94","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","24",""
"Colombia","2018","Total","Female","90 - 94","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","1281",""
"Colombia","2018","Total","Female","90 - 94","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","67781",""
"Colombia","2018","Total","Female","95 - 99","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","5939",""
"Colombia","2018","Total","Female","95 - 99","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","48",""
"Colombia","2018","Total","Female","95 - 99","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","10294",""
"Colombia","2018","Total","Female","95 - 99","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","979",""
"Colombia","2018","Total","Female","95 - 99","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","1377",""
"Colombia","2018","Total","Female","95 - 99","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","120",""
"Colombia","2018","Total","Female","95 - 99","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","215",""
"Colombia","2018","Total","Female","95 - 99","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","439",""
"Colombia","2018","Total","Female","95 - 99","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","51",""
"Colombia","2018","Total","Female","95 - 99","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","15",""
"Colombia","2018","Total","Female","95 - 99","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","433",""
"Colombia","2018","Total","Female","95 - 99","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","19910",""
"Colombia","2018","Total","Female","100 +","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","1692",""
"Colombia","2018","Total","Female","100 +","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","32",""
"Colombia","2018","Total","Female","100 +","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","2797",""
"Colombia","2018","Total","Female","100 +","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","448",""
"Colombia","2018","Total","Female","100 +","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","874",""
"Colombia","2018","Total","Female","100 +","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","35",""
"Colombia","2018","Total","Female","100 +","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","226",""
"Colombia","2018","Total","Female","100 +","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","392",""
"Colombia","2018","Total","Female","100 +","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","122",""
"Colombia","2018","Total","Female","100 +","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","18",""
"Colombia","2018","Total","Female","100 +","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","296",""
"Colombia","2018","Total","Female","100 +","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","6932",""
"Colombia","2005","Total","Both Sexes","15 - 19","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","106754",""
"Colombia","2005","Total","Both Sexes","15 - 19","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","4250",""
"Colombia","2005","Total","Both Sexes","15 - 19","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","639012",""
"Colombia","2005","Total","Both Sexes","15 - 19","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","1467474",""
"Colombia","2005","Total","Both Sexes","15 - 19","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","1300757",""
"Colombia","2005","Total","Both Sexes","15 - 19","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","108477",""
"Colombia","2005","Total","Both Sexes","15 - 19","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","192206",""
"Colombia","2005","Total","Both Sexes","15 - 19","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Both Sexes","15 - 19","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","66327",""
"Colombia","2005","Total","Both Sexes","15 - 19","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","3885257",""
"Colombia","2005","Total","Both Sexes","15 +","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","2292005",""
"Colombia","2005","Total","Both Sexes","15 +","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","10160",""
"Colombia","2005","Total","Both Sexes","15 +","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","9183553",""
"Colombia","2005","Total","Both Sexes","15 +","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","5387819",""
"Colombia","2005","Total","Both Sexes","15 +","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","6359624",""
"Colombia","2005","Total","Both Sexes","15 +","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","1376692",""
"Colombia","2005","Total","Both Sexes","15 +","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","3106182",""
"Colombia","2005","Total","Both Sexes","15 +","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","24711",""
"Colombia","2005","Total","Both Sexes","15 +","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","711640",""
"Colombia","2005","Total","Both Sexes","15 +","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","28452386",""
"Colombia","2005","Total","Both Sexes","20 - 24","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","115207",""
"Colombia","2005","Total","Both Sexes","20 - 24","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","2642",""
"Colombia","2005","Total","Both Sexes","20 - 24","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","653599",""
"Colombia","2005","Total","Both Sexes","20 - 24","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","608423",""
"Colombia","2005","Total","Both Sexes","20 - 24","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","1271644",""
"Colombia","2005","Total","Both Sexes","20 - 24","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","286406",""
"Colombia","2005","Total","Both Sexes","20 - 24","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","553428",""
"Colombia","2005","Total","Both Sexes","20 - 24","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","1172",""
"Colombia","2005","Total","Both Sexes","20 - 24","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","68348",""
"Colombia","2005","Total","Both Sexes","20 - 24","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","3560869",""
"Colombia","2005","Total","Both Sexes","25 - 29","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","125716",""
"Colombia","2005","Total","Both Sexes","25 - 29","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","2258",""
"Colombia","2005","Total","Both Sexes","25 - 29","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","770857",""
"Colombia","2005","Total","Both Sexes","25 - 29","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","520441",""
"Colombia","2005","Total","Both Sexes","25 - 29","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","978449",""
"Colombia","2005","Total","Both Sexes","25 - 29","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","253736",""
"Colombia","2005","Total","Both Sexes","25 - 29","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","520626",""
"Colombia","2005","Total","Both Sexes","25 - 29","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","2721",""
"Colombia","2005","Total","Both Sexes","25 - 29","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","66860",""
"Colombia","2005","Total","Both Sexes","25 - 29","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","3241664",""
"Colombia","2005","Total","Both Sexes","30 - 34","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","135797",""
"Colombia","2005","Total","Both Sexes","30 - 34","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","1010",""
"Colombia","2005","Total","Both Sexes","30 - 34","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","877251",""
"Colombia","2005","Total","Both Sexes","30 - 34","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","506634",""
"Colombia","2005","Total","Both Sexes","30 - 34","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","719417",""
"Colombia","2005","Total","Both Sexes","30 - 34","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","186606",""
"Colombia","2005","Total","Both Sexes","30 - 34","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","399446",""
"Colombia","2005","Total","Both Sexes","30 - 34","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","2639",""
"Colombia","2005","Total","Both Sexes","30 - 34","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","66877",""
"Colombia","2005","Total","Both Sexes","30 - 34","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","2895677",""
"Colombia","2005","Total","Both Sexes","35 - 39","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","159502",""
"Colombia","2005","Total","Both Sexes","35 - 39","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Both Sexes","35 - 39","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","963795",""
"Colombia","2005","Total","Both Sexes","35 - 39","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","553750",""
"Colombia","2005","Total","Both Sexes","35 - 39","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","627521",""
"Colombia","2005","Total","Both Sexes","35 - 39","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","162058",""
"Colombia","2005","Total","Both Sexes","35 - 39","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","357452",""
"Colombia","2005","Total","Both Sexes","35 - 39","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","2950",""
"Colombia","2005","Total","Both Sexes","35 - 39","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","76350",""
"Colombia","2005","Total","Both Sexes","35 - 39","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","2903378",""
"Colombia","2005","Total","Both Sexes","40 - 44","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","177407",""
"Colombia","2005","Total","Both Sexes","40 - 44","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Both Sexes","40 - 44","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","955092",""
"Colombia","2005","Total","Both Sexes","40 - 44","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","535226",""
"Colombia","2005","Total","Both Sexes","40 - 44","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","523593",""
"Colombia","2005","Total","Both Sexes","40 - 44","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","134556",""
"Colombia","2005","Total","Both Sexes","40 - 44","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","330558",""
"Colombia","2005","Total","Both Sexes","40 - 44","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","3231",""
"Colombia","2005","Total","Both Sexes","40 - 44","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","61576",""
"Colombia","2005","Total","Both Sexes","40 - 44","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","2721239",""
"Colombia","2005","Total","Both Sexes","45 - 49","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","193344",""
"Colombia","2005","Total","Both Sexes","45 - 49","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Both Sexes","45 - 49","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","885037",""
"Colombia","2005","Total","Both Sexes","45 - 49","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","409617",""
"Colombia","2005","Total","Both Sexes","45 - 49","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","365883",""
"Colombia","2005","Total","Both Sexes","45 - 49","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","93988",""
"Colombia","2005","Total","Both Sexes","45 - 49","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","270947",""
"Colombia","2005","Total","Both Sexes","45 - 49","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","3249",""
"Colombia","2005","Total","Both Sexes","45 - 49","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","61263",""
"Colombia","2005","Total","Both Sexes","45 - 49","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","2283328",""
"Colombia","2005","Total","Both Sexes","50 - 54","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","195390",""
"Colombia","2005","Total","Both Sexes","50 - 54","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Both Sexes","50 - 54","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","809084",""
"Colombia","2005","Total","Both Sexes","50 - 54","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","285250",""
"Colombia","2005","Total","Both Sexes","50 - 54","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","216751",""
"Colombia","2005","Total","Both Sexes","50 - 54","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","60556",""
"Colombia","2005","Total","Both Sexes","50 - 54","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","202243",""
"Colombia","2005","Total","Both Sexes","50 - 54","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","2625",""
"Colombia","2005","Total","Both Sexes","50 - 54","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","57736",""
"Colombia","2005","Total","Both Sexes","50 - 54","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1829635",""
"Colombia","2005","Total","Both Sexes","55 - 59","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","195491",""
"Colombia","2005","Total","Both Sexes","55 - 59","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
